0 -1094.41 0.800014
3e-05 239279 0.799914
6e-05 -5.70269e+07 0.799886
9e-05 1.35829e+10 0.799786
0.00012 -3.23415e+12 0.799757
0.00015 7.69891e+14 0.799657
0.00018 -1.83212e+17 0.799629
0.00021 4.35894e+19 0.799529
0.00024 -1.03672e+22 0.7995
0.00027 2.46517e+24 0.7994
0.0003 -5.85985e+26 0.799372
0.00033 1.3926e+29 0.799272
0.00036 -3.30844e+31 0.799244
0.00039 7.85817e+33 0.799144
0.00042 -1.86584e+36 0.799115
0.00045 4.42925e+38 0.799016
0.00048 -1.05109e+41 0.798987
0.00051 2.49375e+43 0.798888
0.00054 -5.91455e+45 0.798859
0.00057 1.40246e+48 0.798759
0.0006 -3.32443e+50 0.798731
0.00063 7.8785e+52 0.798631
0.00066 -1.8665e+55 0.798603
0.00069 4.42091e+57 0.798503
0.00072 -1.04677e+60 0.798475
0.00075 2.47796e+62 0.798376
0.00078 -5.86398e+64 0.798347
0.00081 1.38737e+67 0.798248
0.00084 -3.28131e+69 0.79822
0.00087 7.75898e+71 0.79812
0.0009 -1.83408e+74 0.798092
0.00093 4.33444e+76 0.797992
0.00096 -1.02401e+79 0.797964
0.00099 2.41867e+81 0.797864
0.00102 -5.71091e+83 0.797836
0.00105 1.34814e+86 0.797737
0.00108 -3.18143e+88 0.797709
0.00111 7.50604e+90 0.797609
0.00114 -1.77034e+93 0.797581
0.00117 4.17448e+95 0.797482
0.0012 -9.84022e+97 0.797454
0.00123 2.31904e+100 0.797354
0.00126 -5.46348e+102 0.797326
0.00129 1.28686e+105 0.797227
0.00132 -3.03006e+107 0.797199
0.00135 7.13298e+109 0.797099
0.00138 -1.6786e+112 0.797071
0.00141 3.94936e+114 0.796972
0.00144 -9.28884e+116 0.796944
0.00147 2.18423e+119 0.796845
0.0015 -5.13442e+121 0.796817
0.00153 1.20666e+124 0.796718
0.00156 -2.8349e+126 0.79669
0.00159 6.65873e+128 0.79659
0.00162 -1.56351e+131 0.796563
0.00165 3.6704e+133 0.796463
0.00168 -8.61354e+135 0.796436
0.00171 2.02093e+138 0.796336
0.00174 -4.74001e+140 0.796309
0.00177 1.1115e+143 0.796209
0.0018 -2.60551e+145 0.796182
0.00183 6.10633e+147 0.796082
0.00186 -1.43062e+150 0.796055
0.00189 3.35097e+152 0.795956
0.00192 -7.84645e+154 0.795928
0.00195 1.83687e+157 0.795829
0.00198 -4.29872e+159 0.795801
0.00201 1.00578e+162 0.795702
0.00204 -2.35246e+164 0.795674
0.00207 5.50104e+166 0.795575
0.0021 -1.28595e+169 0.795548
0.00213 3.00542e+171 0.795449
0.00216 -7.02171e+173 0.795421
0.00219 1.64015e+176 0.795322
0.00222 -3.82984e+178 0.795294
0.00225 8.94086e+180 0.795195
0.00228 -2.08658e+183 0.795168
0.00231 4.86848e+185 0.795069
0.00234 -1.13555e+188 0.795041
0.00237 2.64804e+190 0.794942
0.0024 -6.17304e+192 0.794915
0.00243 1.43872e+195 0.794816
0.00246 -3.35204e+197 0.794789
0.00249 7.80809e+199 0.79469
0.00252 -1.81818e+202 0.794662
0.00255 4.23284e+204 0.794563
0.00258 -9.85108e+206 0.794536
0.00261 2.29212e+209 0.794437
0.00264 -5.3315e+211 0.79441
0.00267 1.23983e+214 0.794311
0.0027 -2.88226e+216 0.794284
0.00273 6.69895e+218 0.794185
0.00276 -1.55646e+221 0.794158
0.00279 3.61551e+223 0.794059
0.00282 -8.39574e+225 0.794032
0.00285 1.94918e+228 0.793933
0.00288 -4.52377e+230 0.793906
0.00291 1.04967e+233 0.793807
0.00294 -2.43479e+235 0.79378
0.00297 5.64641e+237 0.793681
0.003 -1.309e+240 0.793654
0.00303 3.03398e+242 0.793555
0.00306 -7.02976e+244 0.793528
0.00309 1.62844e+247 0.793429
0.00312 -3.77103e+249 0.793402
0.00315 8.73074e+251 0.793304
0.00318 -2.02069e+254 0.793277
0.00321 4.67574e+256 0.793178
0.00324 -1.08158e+259 0.793151
0.00327 2.50132e+261 0.793052
0.0033 -5.78278e+263 0.793025
0.00333 1.33662e+266 0.792927
0.00336 -3.08842e+268 0.7929
0.00339 7.13456e+270 0.792801
0.00342 -1.64761e+273 0.792774
0.00345 3.80405e+275 0.792676
0.00348 -8.78001e+277 0.792649
0.00351 2.02603e+280 0.79255
0.00354 -4.67364e+282 0.792523
0.00357 1.07787e+285 0.792425
0.0036 -2.48505e+287 0.792398
0.00363 5.72806e+289 0.7923
0.00366 -1.31989e+292 0.792273
0.00369 3.04067e+294 0.792174
0.00372 -7.0026e+296 0.792148
0.00375 1.61232e+299 0.792049
0.00378 -3.7111e+301 0.792022
0.00381 8.53996e+303 0.791924
0.00384 -1.96457e+306 0.791897
0.00387 inf 0.791799
0.0039 -nan -nan
0.00393 -nan -nan
0.00396 -nan -nan
0.00399 -nan -nan
0.00402 -nan -nan
0.00405 -nan -nan
0.00408 -nan -nan
0.00411 -nan -nan
0.00414 -nan -nan
0.00417 -nan -nan
0.0042 -nan -nan
0.00423 -nan -nan
0.00426 -nan -nan
0.00429 -nan -nan
0.00432 -nan -nan
0.00435 -nan -nan
0.00438 -nan -nan
0.00441 -nan -nan
0.00444 -nan -nan
0.00447 -nan -nan
0.0045 -nan -nan
0.00453 -nan -nan
0.00456 -nan -nan
0.00459 -nan -nan
0.00462 -nan -nan
0.00465 -nan -nan
0.00468 -nan -nan
0.00471 -nan -nan
0.00474 -nan -nan
0.00477 -nan -nan
0.0048 -nan -nan
0.00483 -nan -nan
0.00486 -nan -nan
0.00489 -nan -nan
0.00492 -nan -nan
0.00495 -nan -nan
0.00498 -nan -nan
0.00501 -nan -nan
0.00504 -nan -nan
0.00507 -nan -nan
0.0051 -nan -nan
0.00513 -nan -nan
0.00516 -nan -nan
0.00519 -nan -nan
0.00522 -nan -nan
0.00525 -nan -nan
0.00528 -nan -nan
0.00531 -nan -nan
0.00534 -nan -nan
0.00537 -nan -nan
0.0054 -nan -nan
0.00543 -nan -nan
0.00546 -nan -nan
0.00549 -nan -nan
0.00552 -nan -nan
0.00555 -nan -nan
0.00558 -nan -nan
0.00561 -nan -nan
0.00564 -nan -nan
0.00567 -nan -nan
0.0057 -nan -nan
0.00573 -nan -nan
0.00576 -nan -nan
0.00579 -nan -nan
0.00582 -nan -nan
0.00585 -nan -nan
0.00588 -nan -nan
0.00591 -nan -nan
0.00594 -nan -nan
0.00597 -nan -nan
0.006 -nan -nan
0.00603 -nan -nan
0.00606 -nan -nan
0.00609 -nan -nan
0.00612 -nan -nan
0.00615 -nan -nan
