37854,572	38163,268	36406,737	36868,949	35229,719	38179,557	35686,760	35431,092	37643,527	36661,728	37945,334	36515,860	36377,241	36673,130	34962,554	34974,659	36821,850	35631,035	34616,551	41903,714	56765,908	53376,445	49151,935	41414,686	38241,092	35264,891	37595,007	37594,859	38344,335	36685,513	39113,237	36928,117	36183,101	41808,556	43446,453	50187,393	74524,107	70272,547	73951,030	51576,701	42911,822	38970,104	43438,456	43373,470	52482,841	69948,048	57795,667	47223,855	38782,050	37872,916
36479,186	38322,617	38355,079	39747,062	37362,592	38061,708	39274,978	36782,631	38009,874	38105,852	37638,098	36375,669	39591,945	35178,098	36450,595	34133,284	36665,083	36751,462	37347,730	40603,745	42868,137	40112,843	47630,631	36665,449	38109,359	36167,335	39528,621	36235,060	38094,198	39946,912	39777,553	36199,749	36992,584	39658,997	41302,541	42058,405	56167,665	54851,839	59991,434	46198,587	42234,864	39305,938	39780,323	46934,905	53769,387	68547,328	66672,168	51945,657	40667,015	37311,658
36161,384	35250,207	37283,283	38622,434	39358,164	38327,952	38036,394	37722,752	36924,681	37103,190	37182,045	35595,064	35571,072	37510,494	35789,896	35259,421	35256,439	35721,793	38417,821	36809,712	40848,995	38051,742	43266,952	38535,363	38127,848	37594,414	38880,127	38516,642	36520,131	42831,981	38161,807	39146,889	38241,711	38235,135	41220,245	40894,996	48071,404	54619,779	51069,928	48580,498	43034,482	42507,337	39948,341	43863,388	51236,974	48078,733	72042,037	43735,762	41129,459	38276,701
36481,277	39735,905	39737,074	37951,091	37741,212	37926,868	39858,439	37350,760	37762,258	38770,261	38792,246	38114,311	36492,576	35330,516	38131,396	36507,740	37987,665	35796,283	38089,959	35669,048	35904,725	38179,710	37075,757	37563,873	38255,530	37659,705	38685,291	36596,846	36121,919	51582,641	39426,449	45704,336	39831,083	39743,453	38024,717	41616,561	43156,768	54123,997	57795,418	55509,839	45249,528	44236,139	43173,047	43039,055	43383,597	43832,682	50525,842	43110,173	40417,950	38052,685
34606,367	38922,330	37470,949	36116,129	36884,343	38648,104	36420,609	37049,492	37929,354	39309,177	37522,124	37387,531	37228,606	36703,871	37907,401	35899,148	40024,044	36190,086	36440,546	38388,779	35137,559	37449,184	36058,179	35332,512	36899,287	38739,954	35823,555	36787,754	37928,676	53603,780	50697,734	53514,821	39839,208	40311,596	42202,293	40694,525	44907,537	48152,161	58879,386	51464,657	43411,778	48946,866	42701,668	49737,675	43437,525	43842,196	43394,502	39658,513	36816,589	38991,313
37682,824	36500,148	37753,246	36322,380	37755,387	39124,079	39998,533	40575,523	39158,522	38289,287	37918,415	37381,618	36944,412	36988,987	36469,903	36965,650	35723,184	38657,765	35581,737	39511,719	34027,702	37307,426	37147,284	38532,846	37881,984	37004,397	37424,179	39130,273	40710,893	51659,473	77110,741	72848,196	46892,003	42989,785	40245,932	40470,222	43658,294	41071,311	53073,663	49012,763	54352,653	64239,482	45103,321	60267,040	42200,463	48399,902	40699,051	38370,245	38376,876	40209,862
40724,508	37023,500	37225,465	37432,807	37723,081	37732,581	37827,674	37406,236	40842,309	36275,203	37642,144	36172,638	35639,209	38172,518	36374,827	38247,093	35734,775	37089,381	38469,500	41388,475	37249,067	39405,881	37299,492	37503,964	36068,470	41081,512	37246,598	41313,225	40392,161	41040,762	76602,349	56810,631	63958,262	44326,308	38608,946	37019,650	40932,723	39610,399	46586,559	50375,530	63982,855	89028,427	55027,555	72619,845	48891,224	60269,505	41595,239	39926,708	38594,953	38673,213
38258,265	35629,391	36247,207	38695,867	33433,024	39431,412	35744,055	37171,913	39275,953	35354,727	39076,479	38020,569	35038,167	34515,245	34288,220	35965,505	37673,158	37262,383	37604,757	50649,975	37720,479	45018,339	40829,796	37715,039	38764,093	46183,291	38143,392	45988,775	43312,615	39838,692	81463,260	48342,668	60489,823	40786,719	39062,537	36761,861	39043,495	41796,146	39390,813	52207,840	65417,942	85616,765	58981,068	67308,280	54845,697	53976,803	43512,164	44815,245	39202,933	44413,393
37269,918	37199,507	37878,783	35838,891	34662,369	36942,235	35152,608	36328,019	36815,681	35914,207	36355,179	37277,706	37121,886	39515,389	37166,518	36557,055	36815,129	39268,407	39170,922	61655,044	40038,975	57202,787	39750,980	40896,962	39673,707	46170,168	46188,906	47419,551	40948,815	38371,345	63439,269	40513,554	56539,295	37986,744	38801,750	42634,927	37208,588	38042,887	44292,272	40918,537	75273,135	53277,741	89635,748	66572,655	57560,839	67598,457	48457,001	56075,664	40092,258	46182,199
37245,610	37010,605	35419,855	36664,072	37013,952	36198,501	37644,180	36744,837	36898,158	35945,983	36435,809	37125,207	34002,253	37153,859	36073,260	37382,084	37728,355	38524,476	41583,674	69650,490	48016,840	71744,216	43707,322	43161,522	44017,681	39404,396	51649,121	37822,439	43881,645	38115,134	43742,091	37928,572	45535,283	37299,222	38108,568	39459,511	38642,436	40062,147	41563,042	41626,586	71422,416	49192,299	92912,453	77091,074	56900,136	121990,515	47053,317	66503,853	44588,193	49954,884
