2813,000	82706635,865	81935167,405	0,993	0,991
2815,000	85984370,235	85663178,718	0,992	0,996
2817,000	87065073,576	86559425,889	0,991	0,994
2819,000	87169647,794	86221275,011	0,990	0,989
2821,000	86899619,382	86096235,703	0,988	0,991
2823,000	86842496,045	86246429,781	0,987	0,993
2825,000	86993740,098	86053933,550	0,985	0,989
2827,000	87409341,140	86100881,096	0,983	0,985
2829,000	87159449,732	85792421,845	0,980	0,984
2831,000	87662367,915	85516345,196	0,978	0,976
2833,000	86637927,044	84977136,215	0,974	0,981
2835,000	86689337,267	84213389,331	0,971	0,971
2837,000	86946331,473	84401669,554	0,966	0,971
2839,000	86556068,487	83550243,749	0,961	0,965
2841,000	87373935,828	83121460,694	0,956	0,951
2843,000	87066965,606	82566143,314	0,949	0,948
2845,000	86011110,821	80166988,565	0,943	0,932
2847,000	85966301,102	80247411,091	0,936	0,933
2849,000	86233385,986	79809190,337	0,930	0,926
2851,000	85873815,439	79524037,215	0,926	0,926
2853,000	86039396,966	79455108,653	0,923	0,923
2855,000	85717242,680	79340603,401	0,923	0,926
2857,000	85929709,058	79798062,651	0,925	0,929
2859,000	85430328,590	80198151,176	0,929	0,939
2861,000	85808035,676	80214681,248	0,935	0,935
2863,000	85322693,793	80751073,424	0,941	0,946
2865,000	85030844,852	79825891,265	0,948	0,939
2867,000	84929866,403	80626380,204	0,954	0,949
2869,000	84477981,837	80545030,963	0,959	0,953
2871,000	84060660,278	80745821,336	0,964	0,961
2873,000	84343923,998	81747040,730	0,968	0,969
2875,000	83968112,019	81861048,174	0,971	0,975
2877,000	85375958,437	82909585,065	0,974	0,971
2879,000	84116955,015	82229601,424	0,976	0,978
2881,000	84908248,294	82298987,503	0,978	0,969
2883,000	85154776,589	83442299,119	0,979	0,980
2885,000	84732173,576	83114952,385	0,980	0,981
2887,000	84691894,647	82965066,899	0,980	0,980
2889,000	84465691,250	82740102,433	0,980	0,980
2891,000	84771560,414	82965636,426	0,979	0,979
2893,000	84196580,708	82447161,231	0,978	0,979
2895,000	84039347,882	82561967,706	0,976	0,982
2897,000	84332315,240	81943712,406	0,973	0,972
2899,000	84109803,067	81421418,667	0,970	0,968
2901,000	83708191,473	80853683,086	0,966	0,966
2903,000	83512604,474	80556109,825	0,962	0,965
2905,000	83807875,196	79846915,255	0,958	0,953
2907,000	83274870,454	79721920,839	0,958	0,957
2909,000	83651540,431	80101166,668	0,959	0,958
2911,000	83206769,166	79982238,868	0,963	0,961
2913,000	82754772,566	80566617,212	0,968	0,974
2915,000	82882782,775	80970401,192	0,974	0,977
2917,000	82627074,462	80771877,129	0,978	0,978
2919,000	82157300,520	81013487,888	0,982	0,986
2921,000	82114026,348	80891306,658	0,985	0,985
2923,000	82205513,552	81123533,928	0,988	0,987
2925,000	82346452,120	80979516,478	0,990	0,983
2927,000	81676903,117	81739167,768	0,992	1,001
2929,000	82318974,390	81029555,635	0,993	0,984
2931,000	82133874,819	81347493,759	0,994	0,990
2933,000	81698862,261	81212586,576	0,995	0,994
2935,000	81497096,052	81182163,419	0,996	0,996
2937,000	81256133,311	80904096,585	0,997	0,996
2939,000	81682139,354	81111631,150	0,997	0,993
2941,000	81419706,637	81204182,117	0,998	0,997
2943,000	81718613,199	81393481,423	0,998	0,996
2945,000	81215137,277	81324326,363	0,999	1,001
2947,000	81304909,412	80976580,053	0,999	0,996
2949,000	81238924,203	81166337,647	0,999	0,999
2951,000	81210728,883	80921091,674	1,000	0,996
2953,000	81302753,267	80856916,398	1,000	0,995
2955,000	81316658,652	81483036,664	1,000	1,002
2957,000	81171844,255	81158349,589	1,000	1,000
2959,000	81422235,689	81598085,669	1,001	1,002
2961,000	81645942,230	81921444,748	1,001	1,003
