0.55	0.0348087
0.56	0.00790296
0.57	0.00463952
0.58	0.0594989
0.59	0.0377336
0.60	-0.0464502
0.61	-0.0194471
0.62	0.0553546
0.63	0.105437
0.64	0.227574
0.65	0.283177
0.66	0.251886
0.67	0.348866
0.68	0.545876	
0.69	0.62168
0.70	0.591049
0.71	0.757486
0.72	0.971734
0.73	1.17743
0.74	1.37116
0.75	1.47428
0.76	1.70254
0.77	1.71758
0.78	1.81015
0.79	1.80865
0.80	1.88074
0.81	1.94166
0.82	1.87501
0.83	1.93927
0.84	2.00172
