41765,028	41264,693	42764,270	45669,163	54708,321	91337,425	99376,725	110589,154	70636,844	50707,678	44049,901	40702,502	39951,939	38342,273	40606,870	37632,711	39436,442	43443,291	43115,763	53735,732	49083,987	48249,113	44871,804	40028,062	40248,020	38443,750	38903,693	36218,399	41177,523	39981,841	40117,408	38680,930	54059,283	70589,578	113166,869	91149,888	77482,928	39647,947	40671,295	39235,342	39347,005	39721,265	42118,426	40058,761	39929,066	39241,048	37121,656	37037,193	37188,536	37117,270
40918,875	39685,626	40078,710	44948,216	66768,715	99805,343	129303,239	120337,842	82613,633	46084,632	41020,105	38260,018	41740,989	39027,425	40925,990	40997,302	38828,326	51260,794	51045,157	70404,048	57379,597	49035,562	42254,625	41513,967	39318,789	37653,431	37567,776	35841,047	39548,893	37975,152	40845,639	38433,765	47242,456	48957,331	81227,547	60565,623	60490,503	41495,763	39315,027	39206,537	40712,495	39149,234	39370,616	41445,236	38738,061	39131,468	41075,726	37707,196	36656,651	36798,104
42321,923	38270,823	41529,597	43609,907	67547,901	73320,238	129129,665	98266,829	81121,072	45844,834	41751,173	39327,399	38661,976	40310,278	40021,974	40640,168	38810,652	54860,146	61541,765	77430,991	61256,032	46761,564	42797,709	39303,387	36694,611	39904,414	37557,343	38825,868	38518,964	40316,218	37577,343	39182,295	41046,369	39578,726	55062,646	41803,033	49562,828	44708,144	39528,692	40209,764	36750,929	40765,322	38748,181	44116,836	38803,196	40021,865	39385,705	40077,858	39454,847	38209,673
37864,902	37331,136	38898,502	38633,918	55188,966	53032,531	102731,696	58760,823	76292,363	39227,742	39907,065	39254,237	41331,810	38104,991	41006,004	37752,826	42311,933	52208,496	66974,104	60414,982	66489,979	46347,724	40840,281	41273,936	38337,343	40070,730	39057,497	40321,483	37081,849	35028,816	38421,760	37122,331	38701,713	39217,559	47338,989	41347,037	42401,032	44225,518	44598,386	41304,806	39894,648	42465,043	40542,456	52500,274	37458,454	37955,685	39163,394	39806,079	37360,648	40575,135
42695,361	39494,956	42777,456	35824,411	45052,047	40355,081	76020,981	44026,185	57131,896	43998,728	41683,115	43475,601	37497,861	37809,032	39427,740	39314,043	44060,534	39697,866	65036,884	49957,461	60024,531	44615,269	42274,367	42403,857	40020,876	40604,168	40174,111	40601,202	35057,072	37404,349	37980,610	39069,035	37217,727	35917,879	41522,868	38839,818	41666,255	38138,071	41833,126	36987,442	39270,409	43139,151	46204,030	52843,445	42996,399	40630,430	39092,171	44090,548	38861,670	42046,381
36078,886	37514,286	39210,773	36269,610	38919,245	37760,979	47901,095	43019,867	45991,998	44799,616	40960,962	39485,128	39426,707	40325,693	38813,801	38321,087	39776,721	42310,104	52336,790	43033,313	53129,157	44583,951	38353,163	45244,789	42112,611	45878,007	41376,121	42178,389	38051,488	39240,448	36623,212	36090,549	39620,490	36490,112	38336,165	35928,530	39893,749	40406,050	41899,960	38063,303	40559,482	39137,375	45214,422	47778,896	45716,067	42179,181	36271,995	49250,522	39359,430	45967,315
38901,760	38709,318	36524,161	36075,383	38088,808	40557,325	41169,681	44588,356	41837,226	47267,649	42057,422	38778,519	39610,896	37568,014	39138,900	39915,708	38023,877	41983,326	41530,172	41503,456	43856,646	53065,990	41431,540	48852,074	43833,728	45236,102	40143,556	48001,734	41145,375	38249,082	39857,811	39399,408	37761,846	37136,096	37715,006	37906,728	36554,022	39368,879	37460,984	38939,655	37860,338	40054,178	47156,049	42531,541	46231,934	40799,078	39619,506	50454,287	47598,862	51335,171
38482,543	38213,322	39013,748	37800,791	37929,830	39319,013	42030,617	43937,576	41762,365	48116,095	43533,082	40046,692	37876,010	36673,436	37026,861	39169,240	38040,098	40824,492	38400,528	45465,686	43677,902	64434,288	45000,456	51862,949	44378,565	42886,740	45880,956	45269,645	40828,096	38837,212	38907,839	39663,424	35696,492	38714,817	40573,647	36981,076	40826,107	39542,606	36738,557	37278,568	36882,902	38196,787	44210,699	39825,518	41375,978	39826,526	42260,594	50448,218	53969,779	46531,465
37143,092	36070,735	37509,961	37651,180	38414,500	35078,495	41684,827	40567,777	46715,439	44292,049	42113,033	38181,342	36150,287	40996,832	39093,420	40271,472	38088,140	41728,269	40485,620	42208,312	48608,095	64146,957	57482,563	51886,791	47228,149	37907,954	43592,672	41324,881	44910,810	39693,518	38513,941	37406,001	39512,708	35984,289	37685,515	36926,118	38735,127	39347,970	37068,931	39060,389	38649,965	41042,735	40997,989	41052,338	39442,501	39696,818	45659,925	48012,924	58964,404	50670,294
39392,185	35835,354	37395,561	37127,427	36511,546	38132,942	40511,011	38737,793	47201,586	40880,144	43824,787	36872,141	38678,441	39428,335	39820,371	39241,914	41426,874	40808,214	42292,943	42071,252	52483,805	57448,119	63427,322	48265,949	43641,760	38116,823	47904,184	38834,145	42501,087	39278,439	36243,446	39431,071	37264,785	38437,226	39145,633	37068,329	37957,213	39149,635	39798,708	38873,246	37720,248	39134,688	38452,255	42312,037	38902,541	41413,220	41990,614	47276,579	53353,959	56200,681
