31988,371	31102,166	32086,036	29421,850	32006,281	30087,658	31713,957	32047,208	33838,125	30259,568	31080,930	29538,649	31542,363	31819,735	31158,624	29903,428	31108,404	31394,686	30038,711	31282,332	32075,616	30249,891	30373,114	30321,575	32186,339	30907,654	31621,460	29891,772	30936,776	31033,342	32000,280	30008,912	31746,331	30522,660	30551,366	30897,435	32414,569	31308,261	37966,433	36162,745	37135,242	31305,471	32041,818	32574,253	32615,221	32903,103	42705,871	36348,909	36439,518	37580,862	37940,271	44429,591	51059,121	88512,200	62969,161	63420,267	45597,646	46267,602	42975,735	43584,874
30838,652	33462,079	29642,149	29967,422	31910,007	32497,917	33043,143	30711,593	30881,124	30080,210	31736,168	29658,435	31315,879	31156,171	30218,016	32262,143	29898,927	31352,668	30290,495	29234,166	30922,637	30425,311	30259,264	31671,800	31884,979	29839,570	30034,755	31618,166	28305,133	29838,086	32770,903	32312,712	31485,207	29777,875	30349,515	32833,277	32345,774	30623,957	33175,649	31922,588	30629,868	33357,747	32454,185	34364,515	32498,238	31420,122	33613,002	34880,740	34383,426	34873,999	37796,565	45952,955	52471,253	151819,895	88756,197	84399,665	50251,798	44785,487	42212,557	45340,365
31540,851	29089,096	31455,452	31322,242	30661,040	30528,368	31489,755	28606,622	31643,275	31971,323	29760,721	32374,756	32652,544	31209,211	30122,122	30942,811	30010,710	28749,890	27080,004	29083,870	31290,405	28634,081	30335,127	30680,506	26735,236	32358,248	30484,638	32202,650	29723,332	29054,305	33153,031	32660,920	31046,576	29133,444	29795,742	32442,658	30842,827	31974,144	34368,459	31235,276	34662,060	33732,879	30546,468	34830,529	32840,071	30923,741	36154,320	33648,325	33249,527	30929,984	32832,823	41511,371	55651,445	105334,280	128583,912	105142,331	53790,510	36529,165	38776,125	42839,660
30583,151	31539,603	29801,207	31032,403	28579,429	29747,287	31828,958	30043,623	30854,580	29964,676	30364,113	29328,676	31187,119	32211,080	30012,987	32180,416	28870,203	32492,253	31432,237	29848,046	32571,543	31063,643	31212,551	29289,591	30809,722	30505,024	30157,605	30001,960	31623,725	31343,963	33248,252	29256,825	31545,718	33133,030	32533,337	31674,393	31524,594	32018,448	32135,522	31977,975	33630,317	35001,752	34442,853	35190,209	33393,548	29633,324	34427,464	32817,266	31578,527	33476,198	33797,378	37274,339	59880,338	81690,664	156060,645	70444,719	57217,764	36650,543	40050,780	41797,066
31841,575	32321,060	28704,432	30273,293	30168,137	31737,008	30900,504	29386,455	29646,615	29523,581	32846,717	31797,950	31080,897	31291,477	30714,148	32463,821	29350,853	29086,849	29594,474	30811,846	30515,327	31136,253	30162,264	30286,198	33022,975	31588,002	31926,687	31263,041	31191,793	30689,611	31690,550	30769,948	30344,422	30347,008	30222,133	29136,316	32002,882	33101,007	29894,119	33207,316	33998,783	36091,041	35161,406	35174,552	31273,341	33525,224	29942,082	32776,648	31919,682	32389,694	33169,669	33369,343	53138,256	49291,038	129441,206	49871,172	53297,593	32684,570	34037,639	37728,013
31921,017	30891,367	30801,458	30936,722	32018,242	30361,252	30722,466	31256,684	29416,888	31003,642	30820,025	30738,708	32875,896	28574,310	30241,251	28627,705	31853,357	30598,866	31399,909	30663,267	30230,625	31233,433	31865,651	31065,620	31292,242	32421,154	30371,070	30636,092	31318,964	32172,597	32894,028	30992,473	31078,663	31266,689	31369,183	31311,800	30925,502	32759,567	33587,785	32194,922	34739,723	32789,120	37681,689	31588,696	30883,619	32301,847	29270,214	34617,319	32319,614	33790,437	34377,542	31840,694	44712,852	34225,892	75266,589	39912,232	46184,996	31790,627	34688,553	30697,894
32355,363	29079,011	31834,909	32288,455	31303,236	30699,594	30334,433	30147,433	31459,117	31063,504	30762,332	28616,898	30426,001	31402,997	31032,182	30448,840	32325,377	30353,159	29197,797	33809,999	31080,693	29573,071	32173,773	32461,721	28879,094	31282,423	29077,984	33153,878	30688,015	32219,923	30297,254	32739,342	32203,438	31742,708	29575,253	31264,020	31031,910	32227,929	31049,690	32412,484	33219,334	31844,173	33326,583	32608,641	30512,719	32497,669	30171,139	35599,198	32939,689	33560,532	31472,859	33751,997	32833,685	33939,694	49994,231	31515,580	44639,297	31571,188	36270,628	32978,365
31962,973	29824,414	30776,391	30123,100	31275,612	30325,042	33447,903	31025,454	30441,820	30852,942	30259,674	32871,545	30300,205	31613,475	31109,400	29893,239	32373,867	31159,036	30898,344	31243,785	29700,888	28225,459	30197,361	30460,747	32618,819	31006,837	29612,333	30360,690	30925,425	29977,679	29792,055	31905,163	30802,839	32806,762	32239,099	31573,679	28067,918	31068,534	31546,370	29984,477	31266,622	30576,673	33411,252	33027,937	36237,189	37881,004	33133,834	35606,643	35465,431	35046,050	33230,515	35918,443	31134,390	33028,832	42634,130	31742,097	31883,735	31551,091	33260,656	31492,385
31058,403	31544,606	30249,159	29063,424	28831,966	31519,433	30822,127	31096,068	29704,305	29147,048	30167,271	29420,026	31620,846	31303,336	31688,865	31368,717	30028,062	28259,673	31327,643	29944,865	30299,590	31297,045	30654,790	31550,888	30734,301	32171,787	30746,802	33468,005	33498,853	35798,007	30435,327	35042,784	32214,181	33020,586	30946,092	33587,216	29680,207	31651,808	32087,512	31152,259	29474,344	32592,881	30875,551	31942,453	33276,805	36247,797	34347,013	44951,750	35368,588	46355,107	32276,196	36574,564	34155,600	34588,172	35368,861	31772,373	34204,783	32136,146	30806,848	34510,043
32921,930	31889,536	31363,819	29838,035	29501,857	29598,084	31966,014	28970,428	30454,177	33083,093	30281,921	30387,897	30212,076	29432,964	30391,750	31827,447	32279,302	31001,269	30380,931	31889,780	30321,776	29781,965	30142,401	30188,490	34278,887	32708,962	30458,247	34730,825	32819,029	42386,661	33427,038	44070,178	30805,403	34667,869	30733,597	32102,131	29999,494	30348,638	31429,598	32026,055	34505,987	32023,392	30373,278	31526,989	34862,633	36652,517	35467,417	45996,087	40712,757	67059,830	33672,803	38606,427	35296,511	32390,393	32534,709	32079,984	33994,139	30225,350	29831,462	35433,932
